# == pyFAI calibration ==
# Distance Sample to Detector: 0.7940650855747703 m
# PONI: 2.315e+00, -4.375e-01 m
# Rotations: -0.203527 -0.493645 0.000022 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 920.724 mm
# Center: x=-1590.751, y=10923.912 pix
# Tilt: 30.409 deg  TiltPlanRot: -69.412 deg
# 
# Detector Pilatus 300kw	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 8.856e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> b_toney_lab6_th3_scan1_0048.xy
#       2th_deg             I 
  4.142635e+01    1.455025e+02
  4.142672e+01    1.461388e+02
  4.142709e+01    1.457480e+02
  4.142746e+01    1.483590e+02
  4.142783e+01    1.467041e+02
  4.142820e+01    1.461459e+02
  4.142857e+01    1.436383e+02
  4.142894e+01    1.425170e+02
  4.142931e+01    1.430501e+02
  4.142968e+01    1.442347e+02
  4.143005e+01    1.462395e+02
  4.143042e+01    1.461902e+02
  4.143079e+01    1.470178e+02
  4.143116e+01    1.476225e+02
  4.143153e+01    1.463192e+02
  4.143190e+01    1.458503e+02
  4.143227e+01    1.433765e+02
  4.143264e+01    1.421944e+02
  4.143301e+01    1.419508e+02
  4.143338e+01    1.425366e+02
  4.143375e+01    1.443537e+02
  4.143412e+01    1.460222e+02
  4.143449e+01    1.470258e+02
  4.143486e+01    1.480369e+02
  4.143523e+01    1.480645e+02
  4.143560e+01    1.469477e+02
  4.143597e+01    1.456437e+02
  4.143634e+01    1.446281e+02
  4.143671e+01    1.433259e+02
  4.143708e+01    1.426948e+02
  4.143745e+01    1.429979e+02
  4.143782e+01    1.440314e+02
  4.143819e+01    1.437599e+02
  4.143856e+01    1.433728e+02
  4.143893e+01    1.414635e+02
  4.143930e+01    1.404513e+02
  4.143967e+01    1.410562e+02
  4.144004e+01    1.418191e+02
  4.144041e+01    1.432316e+02
  4.144078e+01    1.426292e+02
  4.144115e+01    1.408420e+02
  4.144152e+01    1.412386e+02
  4.144189e+01    1.410789e+02
  4.144226e+01    1.419572e+02
  4.144263e+01    1.419658e+02
  4.144300e+01    1.424971e+02
  4.144337e+01    1.427974e+02
  4.144374e+01    1.437711e+02
  4.144411e+01    1.449125e+02
  4.144448e+01    1.435903e+02
  4.144485e+01    1.423606e+02
  4.144522e+01    1.419467e+02
  4.144559e+01    1.422559e+02
  4.144596e+01    1.428229e+02
  4.144633e+01    1.434414e+02
  4.144670e+01    1.430307e+02
  4.144707e+01    1.432464e+02
  4.144744e+01    1.430141e+02
  4.144781e+01    1.436706e+02
  4.144818e+01    1.426163e+02
  4.144855e+01    1.431052e+02
  4.144892e+01    1.435086e+02
  4.144929e+01    1.439074e+02
  4.144966e+01    1.448149e+02
  4.145003e+01    1.420346e+02
  4.145040e+01    1.425822e+02
  4.145077e+01    1.426845e+02
  4.145114e+01    1.432052e+02
  4.145151e+01    1.442860e+02
  4.145188e+01    1.443024e+02
  4.145225e+01    1.442093e+02
  4.145262e+01    1.452903e+02
  4.145299e+01    1.454369e+02
  4.145336e+01    1.453580e+02
  4.145373e+01    1.460194e+02
  4.145410e+01    1.445566e+02
  4.145447e+01    1.428040e+02
  4.145484e+01    1.420584e+02
  4.145521e+01    1.414515e+02
  4.145558e+01    1.420167e+02
  4.145595e+01    1.441694e+02
  4.145632e+01    1.473336e+02
  4.145669e+01    1.483185e+02
  4.145706e+01    1.501056e+02
  4.145743e+01    1.502748e+02
  4.145780e+01    1.501338e+02
  4.145817e+01    1.497233e+02
  4.145854e+01    1.485208e+02
  4.145891e+01    1.468904e+02
  4.145928e+01    1.457260e+02
  4.145965e+01    1.439703e+02
  4.146002e+01    1.423571e+02
  4.146039e+01    1.425062e+02
  4.146076e+01    1.430999e+02
  4.146113e+01    1.445364e+02
  4.146150e+01    1.440229e+02
  4.146187e+01    1.443288e+02
  4.146224e+01    1.441205e+02
  4.146261e+01    1.452633e+02
  4.146298e+01    1.464490e+02
  4.146335e+01    1.453307e+02
  4.146372e+01    1.465296e+02
  4.146409e+01    1.448656e+02
  4.146446e+01    1.438500e+02
  4.146483e+01    1.456126e+02
  4.146520e+01    1.459791e+02
  4.146557e+01    1.469174e+02
  4.146594e+01    1.467047e+02
  4.146631e+01    1.456835e+02
  4.146668e+01    1.434333e+02
  4.146705e+01    1.418451e+02
  4.146742e+01    1.417312e+02
  4.146779e+01    1.425394e+02
  4.146816e+01    1.453546e+02
  4.146853e+01    1.460270e+02
  4.146890e+01    1.450914e+02
  4.146927e+01    1.449410e+02
  4.146964e+01    1.442775e+02
  4.147001e+01    1.449845e+02
  4.147038e+01    1.474329e+02
