# == pyFAI calibration ==
# Distance Sample to Detector: 0.9084140734515469 m
# PONI: 1.891e-01, 2.398e-01 m
# Rotations: 0.085177 0.004888 0.000005 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 911.730 mm
# Center: x=943.315, y=1125.594 pix
# Tilt: 4.888 deg  TiltPlanRot: 176.711 deg
# 
# Detector Pilatus 300kw	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 8.856e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> b_toney_lab6_th3_scan1_0008.xy
#       2th_deg             I 
  1.285879e+01    1.170034e+01
  1.286397e+01    1.168843e+01
  1.286914e+01    1.165579e+01
  1.287431e+01    1.167492e+01
  1.287949e+01    1.179174e+01
  1.288466e+01    1.177783e+01
  1.288983e+01    1.165033e+01
  1.289500e+01    1.140794e+01
  1.290018e+01    1.140132e+01
  1.290535e+01    1.142109e+01
  1.291052e+01    1.149100e+01
  1.291570e+01    1.158110e+01
  1.292087e+01    1.166387e+01
  1.292604e+01    1.174196e+01
  1.293122e+01    1.175173e+01
  1.293639e+01    1.167641e+01
  1.294156e+01    1.154910e+01
  1.294673e+01    1.144662e+01
  1.295191e+01    1.152416e+01
  1.295708e+01    1.155328e+01
  1.296225e+01    1.161327e+01
  1.296743e+01    1.168303e+01
  1.297260e+01    1.172354e+01
  1.297777e+01    1.170447e+01
  1.298294e+01    1.172115e+01
  1.298812e+01    1.175504e+01
  1.299329e+01    1.179037e+01
  1.299846e+01    1.171603e+01
  1.300364e+01    1.153003e+01
  1.300881e+01    1.143239e+01
  1.301398e+01    1.151943e+01
  1.301916e+01    1.165239e+01
  1.302433e+01    1.168466e+01
  1.302950e+01    1.157475e+01
  1.303467e+01    1.141231e+01
  1.303985e+01    1.138207e+01
  1.304502e+01    1.136308e+01
  1.305019e+01    1.150582e+01
  1.305537e+01    1.166929e+01
  1.306054e+01    1.169391e+01
  1.306571e+01    1.157051e+01
  1.307088e+01    1.126487e+01
  1.307606e+01    1.115652e+01
  1.308123e+01    1.127289e+01
  1.308640e+01    1.134730e+01
  1.309158e+01    1.145009e+01
  1.309675e+01    1.137700e+01
  1.310192e+01    1.135716e+01
  1.310710e+01    1.131791e+01
  1.311227e+01    1.142306e+01
  1.311744e+01    1.170293e+01
  1.312261e+01    1.170733e+01
  1.312779e+01    1.155368e+01
  1.313296e+01    1.125687e+01
  1.313813e+01    1.116014e+01
  1.314331e+01    1.124636e+01
  1.314848e+01    1.146725e+01
  1.315365e+01    1.150966e+01
  1.315883e+01    1.141067e+01
  1.316400e+01    1.121922e+01
  1.316917e+01    1.119308e+01
  1.317434e+01    1.110839e+01
  1.317952e+01    1.125174e+01
  1.318469e+01    1.139952e+01
  1.318986e+01    1.160069e+01
  1.319504e+01    1.161278e+01
  1.320021e+01    1.153830e+01
  1.320538e+01    1.140907e+01
  1.321055e+01    1.128476e+01
  1.321573e+01    1.122198e+01
  1.322090e+01    1.120809e+01
  1.322607e+01    1.133892e+01
  1.323125e+01    1.137908e+01
  1.323642e+01    1.122769e+01
  1.324159e+01    1.127485e+01
  1.324677e+01    1.146733e+01
  1.325194e+01    1.150378e+01
  1.325711e+01    1.140239e+01
  1.326228e+01    1.123262e+01
  1.326746e+01    1.133168e+01
  1.327263e+01    1.130388e+01
  1.327780e+01    1.125243e+01
  1.328298e+01    1.119692e+01
  1.328815e+01    1.107210e+01
  1.329332e+01    1.106713e+01
  1.329849e+01    1.106239e+01
  1.330367e+01    1.109455e+01
  1.330884e+01    1.108971e+01
  1.331401e+01    1.109227e+01
  1.331919e+01    1.098805e+01
  1.332436e+01    1.091336e+01
  1.332953e+01    1.104128e+01
  1.333471e+01    1.118705e+01
  1.333988e+01    1.126212e+01
  1.334505e+01    1.116139e+01
  1.335022e+01    1.117392e+01
  1.335540e+01    1.106428e+01
  1.336057e+01    1.104642e+01
  1.336574e+01    1.091857e+01
  1.337092e+01    1.086991e+01
  1.337609e+01    1.098841e+01
  1.338126e+01    1.117817e+01
  1.338643e+01    1.109058e+01
  1.339161e+01    1.099778e+01
  1.339678e+01    1.105548e+01
  1.340195e+01    1.113382e+01
  1.340713e+01    1.114301e+01
  1.341230e+01    1.115424e+01
  1.341747e+01    1.113348e+01
  1.342265e+01    1.100527e+01
  1.342782e+01    1.078229e+01
  1.343299e+01    1.057200e+01
  1.343816e+01    1.062756e+01
  1.344334e+01    1.075878e+01
  1.344851e+01    1.095037e+01
  1.345368e+01    1.108907e+01
  1.345886e+01    1.108652e+01
  1.346403e+01    1.099440e+01
  1.346920e+01    1.084318e+01
  1.347438e+01    1.099871e+01
  1.347955e+01    1.113150e+01
  1.348472e+01    1.116351e+01
  1.348989e+01    1.105143e+01
  1.349507e+01    1.093305e+01
  1.350024e+01    1.085619e+01
  1.350541e+01    1.079353e+01
  1.351059e+01    1.068287e+01
  1.351576e+01    1.063672e+01
  1.352093e+01    1.074499e+01
  1.352610e+01    1.097542e+01
  1.353128e+01    1.115808e+01
  1.353645e+01    1.113282e+01
  1.354162e+01    1.100495e+01
  1.354680e+01    1.092306e+01
  1.355197e+01    1.086878e+01
  1.355714e+01    1.090466e+01
  1.356232e+01    1.099903e+01
  1.356749e+01    1.098809e+01
  1.357266e+01    1.081113e+01
  1.357783e+01    1.087833e+01
  1.358301e+01    1.089601e+01
  1.358818e+01    1.079182e+01
  1.359335e+01    1.070689e+01
  1.359853e+01    1.078366e+01
  1.360370e+01    1.080400e+01
  1.360887e+01    1.091649e+01
  1.361404e+01    1.091442e+01
  1.361922e+01    1.099860e+01
  1.362439e+01    1.082044e+01
  1.362956e+01    1.077986e+01
  1.363474e+01    1.071849e+01
  1.363991e+01    1.076464e+01
  1.364508e+01    1.076966e+01
  1.365026e+01    1.090090e+01
  1.365543e+01    1.089707e+01
  1.366060e+01    1.088530e+01
